cnnaff,Smiles,Training,regression
-7.37468,[H]c1c([H])c(Cl)c(Cl)c(-c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])C([H])([H])C([H])([H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c1[H],False,4.8990084000000005
-7.36931,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])c2c(SC([H])([H])c3c([H])c([H])c([H])c(Cl)c3N([H])c3c([H])c([H])c(F)c([H])c3Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c(=O)n([H])c2[H])c([H])c1[H],False,3.690049600000001
-7.36669,[H]c1nc([H])c2c([H])c([H])c([H])c([H])c2c1C([H])([H])[C@]([H])(N([H])C(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H],False,5.631245499999999
-7.36457,[H]c1nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N([H])N([H])[H])c([H])c(-c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])c1C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H],False,4.975036999999998
-7.36263,[H]c1c([H])c(Cl)c([H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2-n2c([H])c([H])c([H])c2N([H])C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])c2c(C([H])([H])c3c([H])c([H])c(OC(F)(F)F)c([H])c3[H])noc2C([H])([H])[H])c1[H],False,5.277983799999999
-7.36212,[H]c1nc(-c2c([H])c([H])c([H])c([H])c2C(=O)N([H])c2c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c(=O)n(-c3c(OS(=O)(=O)N([H])[H])nn(C([H])([H])[H])c3[H])c2[H])nc([H])c1[H],False,4.974564299999999
-7.35608,[H]c1nn(N(Oc2c([H])c([H])c(Cl)c([H])c2[H])N([H])C(=O)c2c(SC#CC(=O)C([H])([H])[H])c([H])c([H])n(-c3nnn([H])n3)c2=O)c([H])c1[H],False,5.311231500000003
-7.35218,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])O[C@]([H])(C([H])([H])c1nc2c([H])c([H])c([H])c([H])c2s1)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])N([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])n1nc([H])nc1[H],False,4.715210400000001
-7.3481,[H]c1nc([H])c(-c2c([H])c(Cl)c(N([H])c3c([H])c([H])c(F)c(C([H])([H])F)c3[H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c2[H])c(N([H])C([H])([H])c2c([H])c([H])nc([H])c2[H])c1[H],False,3.7970925000000015
-7.34634,[H]ON([H])C(=O)C(=C([H])c1c([H])c(F)c(=O)n(-c2c([H])c([H])c([H])c(C([H])([H])N([H])[H])c2[H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])c2nc([H])c([H])c([H])c12)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],False,5.205776599999998
-7.34505,[H]c1oc([H])c([C@@]([H])(OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])c2c([H])c(C(=O)N([H])[H])c([H])c([H])c2-c2c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c2[H])c1[H],False,4.325062899999999
-7.34494,[H]OC([H])([H])c1c([H])c([H])c(-c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c3nc([H])c([H])c([H])c23)c([H])c1[H],False,4.579830899999999
-7.34242,[H]c1c(-n2c([H])c(S(=O)(=O)C([H])([H])C([H])([H])[H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c2=O)c(OS(=O)(=O)N([H])[H])nn1C([H])([H])[H],False,3.061508
-7.33855,[H]C(=O)c1c([H])c([H])c([C@@]([H])(Sc2c(-c3c([H])c([H])c([H])n3[H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c([H])c34)c(=O)c2[H])n2nc([H])c([H])c2[H])c([H])c1Cl,False,5.396509899999995
-7.338,[H]c1nc(N([H])[H])nc(C([H])([H])[C@]([H])(c2c([H])c(C([H])([H])N([H])[H])c([H])n([H])c2=O)C([H])([H])C([H])([H])c2c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c(-c3nc([H])c(C(F)(F)F)c([H])c3[H])c3c([H])c([H])c([H])nc23)c1[H],False,5.777836399999997
-7.33765,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H])[C@]([H])(c1c([H])c([H])c([H])n(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1=O)C([H])([H])C([H])([H])C([H])([H])C(F)(F)F,False,3.215897399999999
-7.33234,[H]c1nc([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])N(C(=O)[C@](c2c([H])c([H])c([H])n([H])c2=O)(C([H])([H])C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)C([H])([H])C([H])([H])[H])c1[H],False,4.5573751
-7.32982,[H]c1nn(N([H])N([H])C(=O)c2c(SC#C[C@]([H])(c3c([H])c([H])c([H])c([H])c3C#N)c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])n(-c3nnn([H])n3)c2=O)c([H])c1[H],False,5.123207099999999
-7.32761,[H]C(C(=O)N([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(-c2c([H])c(C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c([H])c2F)c1=O)C([H])([H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H])=C([H])N([H])C(=O)N([H])[H],False,2.2228984999999994
-7.32666,[H]C([H])=C([H])[C@@]([H])(C(=O)c1c([H])c([H])c(Cl)c([H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n(N([H])c2nc([H])c([H])c(-c3c([H])nc(N([H])[H])nc3[H])c2[H])c1=O)C([H])([H])[H],False,5.697676400000002
-7.32394,[H]c1nc([H])c(-c2c([H])c(C([H])([H])N(c3nc4c([H])c([H])c([H])c([H])c4o3)C([H])([H])c3c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c3Cl)c([H])n([H])c2=O)c([H])c1-c1c([H])c([H])c([H])c(N([H])[H])c1[H],False,5.012979799999999
-7.32161,[H]c1nc([H])c(C([H])([H])n2c(-c3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3-c3c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])n(-c4nc([H])c(C([H])([H])[H])c([H])c4[H])c3=O)nc([H])c2[H])c([H])c1F,False,5.899339299999999
-7.32063,[H]c1nc(C([H])([H])C([H])(F)F)n(C([H])([H])C([H])([H])[C@@]([H])(c2c(-c3c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c([H])c([H])n([H])c2=O)C([H])([H])c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])c1[H],False,6.021391399999998
-7.31546,[H]SC([H])([H])C([H])([H])c1nc([H])c([H])n1C([H])([H])C([H])([H])[C@@]([H])(c1c(-c2c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])c1c([H])c([H])c([H])c(C(=O)N([H])[H])c1[H],False,6.108217999999994
-7.31393,[H]c1nc([H])n(C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])[C@@]([H])(c2c([H])c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(SC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])c1[H],False,5.0523114
-7.31343,[H]c1nc([H])c([C@@]([H])(c2nc(C([H])([H])[H])sc2[H])N([H])N([H])S(=O)(=O)c2c([H])c([H])c(-c3c([H])c(SC([H])([H])c4c([H])c([H])c([H])c([H])c4[H])c([H])n([H])c3=O)c([H])c2[H])c([H])c1[H],False,5.4943434
